x,y_noise_1,y_noise_2,y_noise_3,y_noise_4,y_noise_5
-1.0,11.624418795473574,8.29696315836151,12.20106672350719,7.811724598774049,3.1555663484905034
-0.9292929292929292,10.377465956380918,9.674439612021386,12.198083836656807,8.275006096764226,7.51885514278324
-0.8585858585858586,10.585100286758284,9.25198271560405,13.186565478183422,12.926586169150633,9.963630247248505
-0.7878787878787878,10.913928048327396,7.786343653476134,12.552304348024082,11.832379253653233,9.625801160743084
-0.7171717171717171,8.640287081354947,8.551869032746264,4.74143235220701,8.790834080221689,6.624113098682065
-0.6464646464646464,8.15224864738483,9.194487317963087,5.572910484588643,8.855695137569139,11.500635266071505
-0.5757575757575758,9.504384419584053,11.697543406497722,9.47027740570264,13.035831187230361,2.5870694571636887
-0.5050505050505051,8.256757056712498,7.838477953223268,9.030680180296217,5.1230367722162695,6.777424902453122
-0.4343434343434344,6.607968441578115,7.592543608958596,8.62258588643121,9.265832352193216,7.678920986072563
-0.3636363636363637,7.230774916164181,6.539323041045883,18.24640934454238,5.87944426284264,9.260409042871961
-0.2929292929292929,5.8569750354598265,2.4828502976742057,8.03306426035179,5.449667915363408,9.878467118716738
-0.2222222222222222,5.507069416411859,5.919771419083682,9.379496090523912,10.367906577930878,0.3495887107927693
-0.1515151515151516,5.886283986791288,5.764782135107306,8.506327005704861,8.945987111177374,-2.026249138452858
-0.08080808080808087,3.4206288184622218,10.260393288090592,7.288082817037414,8.587947607122574,11.722293172612565
-0.010101010101010166,3.3156498971558785,4.6558458001066665,4.094759995747874,10.262482958286228,6.70213778956687
0.06060606060606055,4.201071338845509,5.366453552753706,7.040266529566282,4.847374234617519,1.020926185303713
0.13131313131313127,3.4885641436606667,4.431971724584603,2.1829196203823753,7.229207149174947,12.257155141607704
0.202020202020202,4.568085828466829,1.9164824206324915,3.5433826756515288,3.0127714694977312,4.832211667335849
0.2727272727272727,3.11187217613542,6.305541880686673,2.563805608169321,5.3165616616104,9.916382171975762
0.3434343434343434,2.38651609160378,5.30268585831262,4.04444221109804,3.2782475754683333,4.136412199989617
0.4141414141414141,5.0555503275198665,5.171965452684406,10.533877258618837,3.9778854185691848,13.89364118300825
0.4848484848484849,3.166696599749636,1.5736979906466937,-2.2093226775390717,5.773101001983826,12.169177112452193
0.5555555555555556,3.2734301468376965,6.011490564021972,5.2646825132733115,-0.06698079078411777,1.9610811997544049
0.6262626262626263,1.6048433727829856,0.2258894334118806,-1.8085560545725128,11.399140661738286,7.887446313768219
0.6969696969696968,2.318594740152899,4.036691652278623,1.4471818673097814,-1.1610920613207265,6.089857212603818
0.7676767676767675,2.816448996038277,7.086437657948368,5.972378197230509,-2.1512280448225174,9.548684193990157
0.8383838383838382,1.4057408802006077,0.5756618073615339,2.749574514909299,7.189177951623182,-2.267882845277612
0.9090909090909091,2.7918234242947992,1.2835299467435834,-0.8171089278387913,5.582776181800869,5.846382705941322
0.9797979797979796,1.682610538356674,2.4825519584507614,0.13733810049557427,4.7797284964841,7.575371662523417
1.0505050505050506,1.8659869010472183,1.150729342608097,4.196473897644522,4.671062687897615,-6.636016781275075
